age,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,shipping_type,previous_purchases,payment_method,frequency_of_purchases,subscription_status_Yes,discount_applied_Yes,Male
69,Sandals,Footwear,68,South Dakota,S,Beige,Spring,3.2,2-Day Shipping,23,Debit Card,Fortnightly,0,1,1
26,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.9,Free Shipping,42,Bank Transfer,Annually,0,1,1
23,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,Standard,30,Debit Card,Annually,0,1,1
27,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,Standard,21,Cash,Every 3 Months,0,1,1
30,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,Standard,50,PayPal,Weekly,0,1,1
48,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,Express,16,Cash,Bi-Weekly,0,1,1
44,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,Standard,32,Venmo,Annually,0,1,1
29,Pants,Clothing,81,Indiana,S,Indigo,Summer,3.0,Free Shipping,14,Bank Transfer,Fortnightly,0,1,1
29,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.6,2-Day Shipping,42,Venmo,Bi-Weekly,0,1,1
67,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,Next Day Air,47,Credit Card,Every 3 Months,0,1,1
42,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,Express,21,Debit Card,Weekly,0,1,1
23,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,Next Day Air,37,Credit Card,Monthly,0,1,1
34,Blouse,Clothing,32,New York,L,Silver,Summer,3.1,Next Day Air,10,Credit Card,Annually,0,1,1
64,Backpack,Accessories,63,Montana,S,Orange,Spring,4.0,2-Day Shipping,18,PayPal,Every 3 Months,0,1,1
31,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,Express,2,PayPal,Every 3 Months,0,1,1
54,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,Next Day Air,40,PayPal,Annually,0,1,1
23,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,Express,43,PayPal,Annually,0,1,1
59,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,Next Day Air,14,Credit Card,Every 3 Months,0,1,1
32,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,Store Pickup,41,Cash,Quarterly,0,1,1
43,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,3.1,Store Pickup,38,Credit Card,Every 3 Months,0,1,1
32,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,4.2,Express,12,Venmo,Annually,0,1,1
66,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3.0,Store Pickup,19,Bank Transfer,Monthly,0,1,1
70,Shoes,Footwear,28,Missouri,M,Lavender,Summer,2.6,Free Shipping,23,Credit Card,Bi-Weekly,0,1,1
42,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,Free Shipping,49,Debit Card,Annually,0,1,1
56,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.2,2-Day Shipping,29,Debit Card,Quarterly,0,1,1
28,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,Standard,14,Debit Card,Bi-Weekly,0,1,1
28,Pants,Clothing,43,Kentucky,M,Green,Spring,2.8,Free Shipping,19,Cash,Monthly,0,1,1
52,Shorts,Clothing,93,Connecticut,M,Maroon,Spring,2.7,Express,19,Credit Card,Bi-Weekly,0,1,1
65,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4.0,Standard,48,Bank Transfer,Weekly,0,1,1
56,Hat,Accessories,31,California,XL,Teal,Fall,3.1,Free Shipping,19,Debit Card,Annually,0,1,1
59,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.7,Express,45,Bank Transfer,Every 3 Months,0,1,1
23,Pants,Clothing,74,Washington,M,Violet,Winter,4.0,Next Day Air,17,Bank Transfer,Quarterly,0,1,1
58,Shorts,Clothing,62,New York,M,Yellow,Spring,4.6,Standard,15,Debit Card,Every 3 Months,0,1,1
39,Jewelry,Accessories,77,Indiana,S,Orange,Summer,3.8,Free Shipping,11,Credit Card,Fortnightly,0,1,1
28,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,Express,1,Cash,Monthly,0,1,1
40,Shoes,Footwear,50,Texas,M,Indigo,Spring,4.6,Free Shipping,17,Cash,Monthly,0,1,1
52,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,Standard,37,Cash,Weekly,0,1,1
37,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,Standard,40,Bank Transfer,Weekly,0,1,1
70,Gloves,Accessories,63,Texas,M,Indigo,Fall,3.3,Express,50,PayPal,Every 3 Months,0,1,1
30,Handbag,Accessories,65,Vermont,M,Charcoal,Fall,2.9,Standard,20,PayPal,Bi-Weekly,0,1,1
38,Socks,Clothing,91,Maryland,M,Lavender,Spring,3.2,Standard,8,PayPal,Bi-Weekly,0,1,1
66,Hoodie,Clothing,60,Alaska,S,Gold,Spring,4.3,Store Pickup,16,Bank Transfer,Quarterly,0,1,1
29,Pants,Clothing,69,Idaho,M,Lavender,Winter,2.7,Next Day Air,9,Bank Transfer,Quarterly,0,1,1
46,Coat,Outerwear,52,West Virginia,S,White,Spring,4.2,Store Pickup,12,Venmo,Monthly,0,1,1
56,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,2-Day Shipping,26,Credit Card,Weekly,0,1,1
23,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,4.8,Store Pickup,44,Debit Card,Fortnightly,0,1,1
37,Sweater,Clothing,86,Tennessee,L,Silver,Spring,3.4,Express,19,Credit Card,Bi-Weekly,0,1,1
56,Handbag,Accessories,51,Alabama,S,Yellow,Winter,2.6,Standard,43,PayPal,Fortnightly,0,1,1
36,Belt,Accessories,56,Indiana,L,Olive,Winter,5.0,Next Day Air,5,Bank Transfer,Every 3 Months,0,1,1
40,Belt,Accessories,72,Idaho,M,Peach,Fall,4.4,Next Day Air,5,Debit Card,Every 3 Months,0,1,1
26,Hoodie,Clothing,27,Rhode Island,XL,Yellow,Fall,2.9,Standard,31,Bank Transfer,Quarterly,0,1,1
57,Sunglasses,Accessories,43,Arizona,XL,Yellow,Summer,3.4,2-Day Shipping,11,Bank Transfer,Monthly,0,1,1
68,Sneakers,Footwear,56,Florida,M,Indigo,Spring,3.4,Standard,34,Bank Transfer,Monthly,0,1,1
56,T-shirt,Clothing,37,New York,S,Violet,Fall,4.9,Next Day Air,14,Cash,Annually,0,1,1
40,Dress,Clothing,21,Nebraska,M,White,Fall,3.6,Standard,42,Venmo,Weekly,0,1,1
44,Hoodie,Clothing,91,Mississippi,L,White,Winter,3.0,Free Shipping,15,Venmo,Bi-Weekly,0,1,1
44,Sweater,Clothing,95,Vermont,M,Cyan,Summer,3.9,2-Day Shipping,47,Bank Transfer,Monthly,0,1,1
19,Belt,Accessories,54,Nebraska,XL,Purple,Spring,3.2,Standard,23,Credit Card,Fortnightly,0,1,1
21,Socks,Clothing,36,South Carolina,XL,Black,Spring,3.2,Next Day Air,23,Cash,Bi-Weekly,0,1,1
31,Sunglasses,Accessories,71,Delaware,M,Orange,Fall,4.3,Next Day Air,1,Cash,Every 3 Months,0,1,1
30,Coat,Outerwear,31,Vermont,L,Maroon,Summer,2.8,2-Day Shipping,28,Bank Transfer,Quarterly,0,1,1
65,Hat,Accessories,89,Indiana,XL,Orange,Spring,4.5,Next Day Air,37,Credit Card,Bi-Weekly,0,1,1
39,Pants,Clothing,83,Oregon,M,Teal,Winter,4.1,Next Day Air,4,Cash,Every 3 Months,0,1,1
64,Backpack,Accessories,42,Maryland,M,Gray,Spring,3.6,2-Day Shipping,21,Bank Transfer,Quarterly,0,1,1
59,Shorts,Clothing,91,Florida,M,Blue,Summer,3.0,2-Day Shipping,50,PayPal,Bi-Weekly,0,1,1
49,Jacket,Outerwear,61,Indiana,M,Cyan,Spring,4.0,Free Shipping,34,Bank Transfer,Annually,0,1,1
24,Backpack,Accessories,66,Texas,S,Red,Summer,3.5,Next Day Air,20,Cash,Quarterly,0,1,1
19,Scarf,Accessories,22,Nebraska,XL,Pink,Spring,2.5,Store Pickup,25,Venmo,Every 3 Months,0,1,1
27,Hoodie,Clothing,68,North Carolina,S,Cyan,Winter,4.3,Store Pickup,26,Bank Transfer,Fortnightly,0,1,1
56,Skirt,Clothing,43,Alabama,L,Black,Fall,2.8,Express,4,Bank Transfer,Annually,0,1,1
49,Dress,Clothing,32,Alabama,M,Beige,Fall,3.7,Next Day Air,39,Debit Card,Monthly,0,1,1
41,Coat,Outerwear,46,Colorado,M,Gray,Fall,4.3,Express,29,Cash,Weekly,0,1,1
36,Blouse,Clothing,90,Wisconsin,L,Red,Summer,4.0,Express,47,PayPal,Quarterly,0,1,1
68,Hat,Accessories,75,Delaware,L,Yellow,Fall,4.7,Express,5,Cash,Every 3 Months,0,1,1
28,Handbag,Accessories,69,Indiana,M,Magenta,Winter,4.5,Store Pickup,18,Bank Transfer,Fortnightly,0,1,1
45,Belt,Accessories,40,Iowa,M,Magenta,Fall,3.1,Free Shipping,10,Credit Card,Fortnightly,0,1,1
60,Belt,Accessories,63,Iowa,S,Black,Fall,3.8,Express,25,Cash,Quarterly,0,1,1
21,Shirt,Clothing,36,Wisconsin,L,Orange,Summer,4.9,Express,2,Cash,Weekly,0,1,1
32,Shoes,Footwear,75,Iowa,M,Green,Winter,3.2,Standard,48,Venmo,Fortnightly,0,1,1
27,Scarf,Accessories,67,Montana,L,Peach,Summer,2.9,2-Day Shipping,41,Bank Transfer,Every 3 Months,0,1,1
40,Pants,Clothing,64,Mississippi,M,Charcoal,Spring,2.8,Store Pickup,42,Credit Card,Monthly,0,1,1
64,Blouse,Clothing,61,Michigan,M,Gray,Fall,4.0,2-Day Shipping,44,PayPal,Bi-Weekly,0,1,1
18,Gloves,Accessories,40,Virginia,L,Turquoise,Winter,2.6,Store Pickup,6,Cash,Quarterly,0,1,1
22,Handbag,Accessories,97,New York,M,Red,Fall,2.7,Free Shipping,5,Bank Transfer,Quarterly,0,1,1
42,Sneakers,Footwear,31,Maine,L,Brown,Spring,4.1,2-Day Shipping,8,Credit Card,Annually,0,1,1
57,Sandals,Footwear,65,New Jersey,L,Pink,Spring,5.0,Free Shipping,24,PayPal,Annually,0,1,1
33,Sunglasses,Accessories,54,Maryland,L,Olive,Spring,3.0,Next Day Air,42,Venmo,Monthly,0,1,1
37,Jacket,Outerwear,49,Kentucky,XL,Lavender,Fall,3.6,Free Shipping,24,Venmo,Weekly,0,1,1
21,T-shirt,Clothing,64,Minnesota,L,Purple,Fall,2.8,2-Day Shipping,38,Venmo,Bi-Weekly,0,1,1
51,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,4.6,Standard,41,Cash,Fortnightly,0,1,1
30,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,Standard,48,Venmo,Quarterly,0,1,1
68,Jacket,Outerwear,55,Michigan,L,Brown,Winter,4.8,Express,16,Bank Transfer,Quarterly,0,1,1
36,Scarf,Accessories,58,Wisconsin,M,Beige,Spring,3.3,Express,4,Venmo,Monthly,0,1,1
46,Sneakers,Footwear,96,Alaska,M,Beige,Fall,4.6,Standard,8,Bank Transfer,Weekly,0,1,1
41,Jewelry,Accessories,64,Mississippi,M,Indigo,Fall,2.6,Store Pickup,1,Bank Transfer,Bi-Weekly,0,1,1
68,Jacket,Outerwear,56,Oregon,M,Silver,Fall,4.0,Next Day Air,4,Debit Card,Quarterly,0,1,1
21,Blouse,Clothing,85,Maryland,M,Gold,Winter,3.8,Standard,20,Credit Card,Monthly,0,1,1
62,Dress,Clothing,23,Arkansas,M,Lavender,Spring,3.9,Express,40,Cash,Quarterly,0,1,1
59,Scarf,Accessories,72,Illinois,L,Orange,Fall,2.6,Store Pickup,8,Debit Card,Fortnightly,0,1,1
25,Hat,Accessories,38,Arkansas,M,Maroon,Summer,4.3,Standard,42,Debit Card,Weekly,0,1,1
53,Blouse,Clothing,29,Mississippi,S,White,Winter,3.6,Express,38,Credit Card,Annually,0,1,1
31,Gloves,Accessories,46,Arkansas,M,Yellow,Spring,4.2,Express,34,Venmo,Every 3 Months,0,1,1
46,Gloves,Accessories,58,Idaho,L,Yellow,Spring,3.9,Express,14,PayPal,Fortnightly,0,1,1
26,Coat,Outerwear,43,Iowa,L,Magenta,Fall,4.7,Next Day Air,39,Cash,Weekly,0,1,1
47,Scarf,Accessories,32,West Virginia,L,Turquoise,Spring,2.8,Next Day Air,40,PayPal,Bi-Weekly,0,1,1
37,Pants,Clothing,30,Wisconsin,XL,Lavender,Winter,3.0,Next Day Air,49,Debit Card,Monthly,0,1,1
55,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,4.7,Store Pickup,33,PayPal,Annually,0,1,1
30,Dress,Clothing,45,Texas,M,Cyan,Summer,2.5,Free Shipping,25,Credit Card,Weekly,0,1,1
19,Hat,Accessories,81,Nebraska,M,Olive,Winter,3.1,Store Pickup,48,Venmo,Annually,0,1,1
36,Backpack,Accessories,23,Nevada,M,Red,Fall,3.6,Next Day Air,22,Credit Card,Every 3 Months,0,1,1
23,Sandals,Footwear,59,Indiana,M,Blue,Fall,3.5,2-Day Shipping,1,PayPal,Weekly,0,1,1
62,Sunglasses,Accessories,21,North Dakota,L,White,Summer,3.1,Express,47,PayPal,Monthly,0,1,1
26,Backpack,Accessories,20,Georgia,M,Peach,Spring,3.6,Store Pickup,20,Credit Card,Bi-Weekly,0,1,1
36,Jewelry,Accessories,28,New Mexico,M,Charcoal,Winter,3.5,Next Day Air,10,Debit Card,Weekly,0,1,1
33,Socks,Clothing,100,New Hampshire,M,Peach,Winter,2.7,Store Pickup,39,Credit Card,Monthly,0,1,1
32,Shirt,Clothing,46,Washington,L,Turquoise,Spring,3.6,Express,15,Debit Card,Monthly,0,1,1
56,Handbag,Accessories,61,Nevada,XL,Charcoal,Spring,4.5,Express,11,Credit Card,Annually,0,1,1
58,Blouse,Clothing,58,Maine,M,Yellow,Winter,4.1,Free Shipping,38,Venmo,Weekly,0,1,1
34,Backpack,Accessories,50,Idaho,M,Blue,Spring,4.2,Standard,41,Cash,Fortnightly,0,1,1
61,Hat,Accessories,93,Tennessee,M,Purple,Summer,4.0,Store Pickup,18,Debit Card,Annually,0,1,1
48,Skirt,Clothing,24,Louisiana,L,Green,Summer,2.8,Store Pickup,13,Venmo,Quarterly,0,1,1
25,Shorts,Clothing,100,Michigan,M,Charcoal,Summer,2.6,2-Day Shipping,43,Venmo,Annually,0,1,1
51,Blouse,Clothing,79,New Hampshire,S,Indigo,Fall,2.7,Store Pickup,12,Bank Transfer,Quarterly,0,1,1
29,Socks,Clothing,51,Minnesota,M,Black,Summer,4.5,Store Pickup,3,Credit Card,Bi-Weekly,0,1,1
54,Belt,Accessories,90,Illinois,M,Blue,Winter,3.7,Free Shipping,12,Credit Card,Every 3 Months,0,1,1
48,Boots,Footwear,56,Idaho,L,Silver,Summer,3.4,Free Shipping,46,Cash,Quarterly,0,1,1
62,Shorts,Clothing,25,Montana,S,Brown,Spring,4.6,Standard,21,Debit Card,Fortnightly,0,1,1
18,Shirt,Clothing,75,Alabama,M,Violet,Summer,4.1,2-Day Shipping,23,Venmo,Every 3 Months,0,1,1
43,Handbag,Accessories,75,Montana,M,Orange,Summer,2.6,Free Shipping,4,Debit Card,Quarterly,0,1,1
22,Jeans,Clothing,53,California,XL,Gray,Summer,4.6,Store Pickup,45,PayPal,Every 3 Months,0,1,1
68,Dress,Clothing,100,Pennsylvania,S,Gold,Spring,3.0,Standard,24,Bank Transfer,Fortnightly,0,1,1
44,Dress,Clothing,27,Texas,L,Charcoal,Fall,3.4,Free Shipping,3,PayPal,Bi-Weekly,0,1,1
51,Sandals,Footwear,60,Michigan,S,Black,Fall,3.5,Free Shipping,12,Venmo,Every 3 Months,0,1,1
66,Jacket,Outerwear,23,Connecticut,S,Indigo,Fall,3.5,Standard,34,Bank Transfer,Every 3 Months,0,1,1
59,Coat,Outerwear,40,Wyoming,S,White,Winter,3.7,Next Day Air,39,Credit Card,Annually,0,1,1
60,Pants,Clothing,38,Michigan,M,Yellow,Summer,4.8,Free Shipping,35,PayPal,Every 3 Months,0,1,1
31,Backpack,Accessories,90,South Dakota,S,Orange,Summer,4.9,Store Pickup,8,Credit Card,Annually,0,1,1
20,Blouse,Clothing,97,North Dakota,S,Green,Summer,4.9,Express,42,PayPal,Quarterly,0,1,1
24,Skirt,Clothing,38,Maryland,L,Gold,Fall,4.7,Standard,6,Credit Card,Every 3 Months,0,1,1
48,Sandals,Footwear,30,Michigan,S,Orange,Summer,4.9,Free Shipping,3,Credit Card,Fortnightly,0,1,1
39,Pants,Clothing,88,South Dakota,M,Cyan,Fall,2.9,Express,29,Venmo,Quarterly,0,1,1
34,Hat,Accessories,33,Florida,L,Black,Winter,4.4,Express,32,Debit Card,Quarterly,0,1,1
70,Hoodie,Clothing,60,Minnesota,L,Yellow,Winter,3.2,Next Day Air,45,Debit Card,Weekly,0,1,1
59,Sweater,Clothing,64,New York,L,Maroon,Summer,4.6,Free Shipping,21,Debit Card,Bi-Weekly,0,1,1
45,Scarf,Accessories,95,Oregon,XL,Black,Fall,4.0,Standard,41,Cash,Weekly,0,1,1
35,Sneakers,Footwear,83,Minnesota,M,Gray,Winter,3.7,Free Shipping,23,PayPal,Fortnightly,0,1,1
69,Boots,Footwear,97,Montana,XL,Orange,Winter,4.2,Free Shipping,14,Cash,Annually,0,1,1
58,Coat,Outerwear,38,Washington,M,Cyan,Spring,2.9,Standard,24,Debit Card,Monthly,0,1,1
25,Boots,Footwear,48,New Mexico,M,Magenta,Summer,4.8,Next Day Air,25,Cash,Fortnightly,0,1,1
27,Sandals,Footwear,76,Arizona,M,Pink,Spring,4.4,Standard,13,Venmo,Monthly,0,1,1
34,Pants,Clothing,25,Nebraska,S,Turquoise,Summer,3.4,Free Shipping,3,Venmo,Every 3 Months,0,1,1
53,Hoodie,Clothing,92,Idaho,S,Violet,Spring,2.8,2-Day Shipping,42,Credit Card,Annually,0,1,1
58,Sandals,Footwear,47,Idaho,L,Teal,Fall,4.2,Next Day Air,2,Cash,Monthly,0,1,1
32,Sweater,Clothing,36,Vermont,L,Pink,Fall,3.8,Express,26,Cash,Quarterly,0,1,1
64,Belt,Accessories,51,Arkansas,M,Gold,Fall,3.1,2-Day Shipping,24,Credit Card,Annually,0,1,1
63,Jeans,Clothing,35,Wyoming,XL,Red,Summer,3.2,Express,6,Credit Card,Quarterly,0,1,1
23,Hoodie,Clothing,57,New Mexico,S,Beige,Summer,3.0,Next Day Air,25,PayPal,Monthly,0,1,1
64,Boots,Footwear,95,West Virginia,M,Black,Summer,3.6,Free Shipping,11,Credit Card,Every 3 Months,0,1,1
18,Socks,Clothing,41,New York,L,Lavender,Winter,2.5,Store Pickup,20,Cash,Every 3 Months,0,1,1
25,Dress,Clothing,44,Illinois,S,Teal,Winter,3.4,Free Shipping,25,Cash,Quarterly,0,1,1
54,Jacket,Outerwear,34,Utah,M,Maroon,Fall,2.5,Next Day Air,35,PayPal,Quarterly,0,1,1
60,Jacket,Outerwear,25,Colorado,L,Blue,Spring,4.7,2-Day Shipping,11,Bank Transfer,Quarterly,0,1,1
36,Boots,Footwear,93,Virginia,S,Teal,Winter,3.2,2-Day Shipping,41,Bank Transfer,Fortnightly,0,1,1
66,Sneakers,Footwear,50,Georgia,L,Maroon,Winter,2.9,Free Shipping,17,Credit Card,Annually,0,1,1
60,Pants,Clothing,79,Alabama,L,Silver,Fall,4.9,Express,1,PayPal,Every 3 Months,0,1,1
59,Coat,Outerwear,100,Montana,S,Olive,Spring,2.7,Store Pickup,30,PayPal,Every 3 Months,0,1,1
58,Shirt,Clothing,57,Pennsylvania,S,Gray,Spring,4.7,Express,47,Venmo,Fortnightly,0,1,1
35,Sweater,Clothing,28,Missouri,M,Peach,Spring,2.9,2-Day Shipping,34,Venmo,Weekly,0,1,1
20,Shoes,Footwear,35,Maine,L,Yellow,Winter,4.8,Express,18,Venmo,Fortnightly,0,1,1
70,Boots,Footwear,85,Pennsylvania,L,Violet,Fall,4.6,Standard,33,Venmo,Bi-Weekly,0,1,1
54,Sunglasses,Accessories,95,Oregon,S,Red,Summer,5.0,2-Day Shipping,42,Venmo,Quarterly,0,1,1
38,Sneakers,Footwear,90,Utah,S,Charcoal,Summer,4.8,2-Day Shipping,2,Venmo,Quarterly,0,1,1
54,Jewelry,Accessories,49,Oklahoma,M,Beige,Summer,4.9,Store Pickup,1,Bank Transfer,Monthly,0,1,1
33,Belt,Accessories,92,Montana,M,Peach,Winter,4.6,2-Day Shipping,23,Bank Transfer,Quarterly,0,1,1
46,Gloves,Accessories,72,Nebraska,XL,Violet,Winter,3.9,Store Pickup,42,Cash,Bi-Weekly,0,1,1
58,Shorts,Clothing,71,Alabama,M,Green,Summer,4.5,Store Pickup,3,PayPal,Annually,0,1,1
30,Jewelry,Accessories,27,Ohio,XL,Olive,Winter,4.7,Store Pickup,16,Debit Card,Fortnightly,0,1,1
42,Gloves,Accessories,39,Arkansas,S,Silver,Fall,3.9,Express,46,Cash,Fortnightly,0,1,1
28,Jewelry,Accessories,98,Mississippi,M,Purple,Winter,4.4,Standard,31,PayPal,Every 3 Months,0,1,1
43,Sandals,Footwear,27,California,M,Silver,Spring,3.9,Next Day Air,15,Cash,Every 3 Months,0,1,1
31,Jewelry,Accessories,71,Alaska,S,Gray,Spring,2.8,2-Day Shipping,48,Venmo,Every 3 Months,0,1,1
39,Hat,Accessories,24,Indiana,L,Turquoise,Spring,3.5,Store Pickup,11,Cash,Weekly,0,1,1
69,Shorts,Clothing,63,Wisconsin,M,Violet,Fall,4.3,Express,20,Credit Card,Every 3 Months,0,1,1
31,Sweater,Clothing,72,New Jersey,S,Pink,Fall,3.9,Next Day Air,6,Credit Card,Monthly,0,1,1
44,Blouse,Clothing,61,Rhode Island,M,Teal,Spring,4.0,Express,24,Cash,Monthly,0,1,1
39,Hat,Accessories,56,Wyoming,M,Magenta,Fall,4.1,Next Day Air,18,Credit Card,Monthly,0,1,1
24,Belt,Accessories,32,Oregon,XL,Silver,Summer,4.3,Standard,1,PayPal,Every 3 Months,0,1,1
28,Gloves,Accessories,23,Washington,M,Blue,Summer,4.2,Free Shipping,13,Venmo,Bi-Weekly,0,1,1
48,Coat,Outerwear,100,Washington,L,Black,Spring,4.0,Standard,2,Bank Transfer,Weekly,0,1,1
39,Jewelry,Accessories,74,New Hampshire,M,Gold,Fall,3.6,Express,26,Cash,Quarterly,0,1,1
64,Skirt,Clothing,33,Maryland,S,Gray,Spring,3.3,Standard,31,PayPal,Quarterly,0,1,1
28,Gloves,Accessories,67,Wisconsin,S,Magenta,Spring,4.1,2-Day Shipping,43,Bank Transfer,Weekly,0,1,1
39,Jewelry,Accessories,61,Massachusetts,S,Yellow,Summer,4.7,Next Day Air,12,Debit Card,Bi-Weekly,0,1,1
49,Shorts,Clothing,46,Nebraska,M,Teal,Summer,4.4,Store Pickup,22,Venmo,Every 3 Months,0,1,1
22,Gloves,Accessories,56,Nebraska,L,Red,Spring,3.4,Standard,3,Cash,Fortnightly,0,1,1
25,Sneakers,Footwear,73,Idaho,S,Yellow,Spring,5.0,Free Shipping,23,Venmo,Every 3 Months,0,1,1
40,Skirt,Clothing,44,Arizona,L,Black,Summer,4.6,Store Pickup,26,PayPal,Annually,0,1,1
23,Hat,Accessories,44,Hawaii,L,Pink,Winter,4.0,Standard,37,Credit Card,Weekly,0,1,1
24,Jewelry,Accessories,26,Missouri,XL,Magenta,Summer,4.1,Next Day Air,42,Venmo,Quarterly,0,1,1
66,Sneakers,Footwear,52,Louisiana,L,Olive,Spring,4.9,Express,15,Venmo,Bi-Weekly,0,1,1
27,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,Free Shipping,10,Bank Transfer,Quarterly,0,1,1
62,Jacket,Outerwear,38,North Carolina,M,Maroon,Summer,4.5,Free Shipping,3,Venmo,Quarterly,0,1,1
70,Belt,Accessories,44,North Dakota,S,Gold,Fall,2.7,Standard,44,Credit Card,Quarterly,0,1,1
43,T-shirt,Clothing,76,Montana,M,Gray,Spring,3.0,Next Day Air,23,Bank Transfer,Fortnightly,0,1,1
45,Jewelry,Accessories,23,Rhode Island,M,Brown,Winter,4.5,Next Day Air,6,PayPal,Weekly,0,1,1
63,T-shirt,Clothing,98,Idaho,M,Purple,Winter,5.0,Standard,9,Venmo,Bi-Weekly,0,1,1
69,Jacket,Outerwear,33,Michigan,S,Magenta,Spring,3.8,2-Day Shipping,16,Debit Card,Every 3 Months,0,1,1
59,Sweater,Clothing,32,Illinois,M,Teal,Summer,3.1,Standard,46,Venmo,Fortnightly,0,1,1
19,Boots,Footwear,85,Georgia,S,Olive,Fall,3.4,Free Shipping,24,Credit Card,Every 3 Months,0,1,1
63,Jeans,Clothing,69,Alabama,L,Maroon,Summer,4.8,Next Day Air,22,Debit Card,Monthly,0,1,1
37,Jeans,Clothing,55,Alaska,XL,Silver,Spring,2.7,Standard,13,Debit Card,Every 3 Months,0,1,1
37,Pants,Clothing,66,Massachusetts,M,Black,Summer,3.2,Store Pickup,20,Cash,Fortnightly,0,1,1
50,Jacket,Outerwear,30,Michigan,M,Maroon,Fall,3.9,2-Day Shipping,46,Cash,Quarterly,0,1,1
60,Jacket,Outerwear,80,Alaska,M,Teal,Winter,4.2,Next Day Air,10,Bank Transfer,Monthly,0,1,1
46,Belt,Accessories,20,North Dakota,M,Teal,Summer,3.0,Express,39,Cash,Monthly,0,1,1
35,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3.0,2-Day Shipping,44,PayPal,Quarterly,0,1,1
66,Dress,Clothing,86,Pennsylvania,S,Maroon,Winter,3.7,2-Day Shipping,7,Venmo,Annually,0,1,1
35,Blouse,Clothing,84,Colorado,L,Beige,Spring,4.4,Store Pickup,3,Cash,Every 3 Months,0,1,1
20,Dress,Clothing,54,New Hampshire,XL,White,Summer,4.6,Free Shipping,44,Debit Card,Annually,0,1,1
55,Blouse,Clothing,30,Maryland,XL,Gray,Fall,3.0,Free Shipping,31,Venmo,Annually,0,1,1
34,Dress,Clothing,91,Georgia,M,Violet,Winter,3.6,Express,48,Credit Card,Weekly,0,1,1
60,Sneakers,Footwear,23,Wisconsin,L,Silver,Winter,3.9,Standard,18,PayPal,Bi-Weekly,0,1,1
22,Socks,Clothing,35,Texas,M,Red,Spring,4.1,Free Shipping,27,Cash,Monthly,0,1,1
26,Shoes,Footwear,90,Utah,L,Brown,Winter,3.9,2-Day Shipping,1,Venmo,Weekly,0,1,1
39,Jeans,Clothing,93,Indiana,S,Turquoise,Fall,3.9,2-Day Shipping,34,Cash,Weekly,0,1,1
20,Jeans,Clothing,68,Nevada,L,Indigo,Winter,4.5,Express,5,Bank Transfer,Bi-Weekly,0,1,1
57,Gloves,Accessories,41,New Hampshire,M,Violet,Spring,3.4,Standard,12,Cash,Quarterly,0,1,1
68,Belt,Accessories,73,New York,M,Yellow,Winter,4.1,Next Day Air,14,Venmo,Fortnightly,0,1,1
50,Sunglasses,Accessories,73,Texas,L,Cyan,Fall,4.9,Next Day Air,40,PayPal,Weekly,0,1,1
21,Hat,Accessories,66,Iowa,M,Brown,Summer,4.4,2-Day Shipping,39,Cash,Quarterly,0,1,1
29,Backpack,Accessories,59,Washington,M,White,Summer,2.7,2-Day Shipping,50,Bank Transfer,Weekly,0,1,1
38,Shorts,Clothing,72,Tennessee,L,Yellow,Spring,4.8,Free Shipping,5,Debit Card,Monthly,0,1,1
54,Socks,Clothing,88,Georgia,M,White,Summer,3.3,2-Day Shipping,35,Debit Card,Annually,0,1,1
